emp_no,dept_name,first_name,last_name,birth_date,from_date,to_date,title
286437,Development,Radoslaw,Fioravanti,1964-08-02,1987-07-17,9999-01-01,Engineer
286468,Production,Freyja,Strooper,1962-02-06,1988-08-14,9999-01-01,Engineer
286486,Development,Iara,Champarnaud,1963-09-29,1988-01-02,9999-01-01,Engineer
286492,Development,Shahaf,Ginneken,1963-06-29,1988-07-25,9999-01-01,Technique Leader
286521,Sales,Ortrun,Syrzycki,1964-05-12,1987-12-22,9999-01-01,Staff
286538,Development,Sukumar,Attimonelli,1963-05-25,1986-08-21,9999-01-01,Engineer
286546,Development,Arlette,Hempstead,1962-06-01,1988-09-26,9999-01-01,Senior Engineer
286554,Production,Zijian,Schmiedel,1964-03-22,1988-10-01,9999-01-01,Senior Engineer
286556,Finance,Khun,Zuberek,1963-01-12,1988-02-16,9999-01-01,Senior Staff
286569,Human Resources,Masaki,Oxenboll,1963-10-05,1986-04-29,9999-01-01,Senior Staff
286616,Sales,Zine,Perin,1962-10-27,1988-03-02,9999-01-01,Senior Staff
286652,Sales,Wuxu,Nollmann,1964-05-22,1988-02-13,9999-01-01,Senior Staff
286656,Production,Urs,Swiler,1962-11-19,1985-07-12,9999-01-01,Senior Engineer
286671,Development,Masadi,Vickson,1962-08-19,1985-04-26,9999-01-01,Engineer
286684,Quality Management,Mart,Delgrossi,1963-08-06,1986-12-06,9999-01-01,Senior Engineer
286712,Development,Muneo,Stentiford,1963-08-27,1988-06-21,9999-01-01,Engineer
286713,Finance,Vishwani,Lunn,1962-10-02,1985-12-25,9999-01-01,Senior Staff
286720,Finance,KayLiang,Gien,1964-06-03,1986-06-25,9999-01-01,Staff
286743,Research,Krisda,Perng,1964-02-12,1987-10-23,9999-01-01,Staff
286762,Development,Danny,Gimbel,1964-04-20,1985-07-11,9999-01-01,Technique Leader
286813,Development,Somnath,Demian,1963-12-12,1987-08-20,9999-01-01,Senior Engineer
286848,Production,Ulf,Demeyer,1964-05-19,1986-02-07,9999-01-01,Technique Leader
286855,Finance,Deborah,Shihab,1964-01-03,1987-03-18,9999-01-01,Senior Staff
286867,Human Resources,Christ,Fritzsche,1964-04-01,1988-05-06,9999-01-01,Senior Staff
286877,Sales,Yinghua,Halloran,1963-07-17,1988-12-23,9999-01-01,Staff
286907,Development,Along,Pavlopoulou,1964-06-24,1985-06-25,9999-01-01,Engineer
286942,Customer Service,Fusako,Thombley,1963-02-21,1987-05-05,9999-01-01,Senior Staff
287028,Production,LiMin,Heystek,1962-06-24,1988-03-06,9999-01-01,Senior Engineer
287031,Development,Richard,Garnham,1964-12-01,1985-12-31,9999-01-01,Engineer
287043,Production,Jaques,Restivo,1962-12-05,1986-12-01,9999-01-01,Senior Engineer
287044,Development,Turgut,Range,1962-03-02,1987-01-24,9999-01-01,Senior Engineer
287077,Development,Yuchang,Polajnar,1963-03-18,1987-09-29,9999-01-01,Senior Engineer
287103,Customer Service,Martial,Poupard,1964-03-04,1987-04-08,9999-01-01,Senior Staff
287137,Development,Turgut,Parfitt,1962-11-21,1988-08-01,9999-01-01,Assistant Engineer
287148,Production,Shunichi,Birjandi,1963-10-15,1986-11-26,9999-01-01,Senior Engineer
287173,Marketing,Moriyoshi,Luby,1964-03-22,1987-02-20,9999-01-01,Staff
287178,Customer Service,Gou,Hmelo,1963-11-21,1987-07-10,9999-01-01,Senior Staff
287219,Production,Tua,Zucker,1962-06-14,1985-07-16,9999-01-01,Technique Leader
287288,Development,Dulce,Hempstead,1964-03-10,1985-10-03,9999-01-01,Engineer
287297,Quality Management,Ramalingam,Speckmann,1963-09-02,1985-10-18,9999-01-01,Senior Engineer
287299,Customer Service,Nechama,Rothenberg,1962-08-11,1988-05-27,9999-01-01,Senior Staff
287317,Sales,Gopalakrishnan,Hiroyama,1964-11-25,1987-04-22,9999-01-01,Senior Staff
287392,Marketing,Thodoros,Berendt,1962-09-30,1986-08-06,9999-01-01,Staff
287395,Development,Pranav,Esposito,1964-02-28,1986-11-06,9999-01-01,Engineer
287422,Development,Karoline,Colorni,1964-11-05,1985-11-09,9999-01-01,Engineer
287469,Development,Guiseppe,Iisaku,1962-11-18,1986-09-15,9999-01-01,Senior Engineer
287484,Sales,Saeko,VanScheik,1963-06-22,1987-01-21,9999-01-01,Staff
287491,Production,Sastry,Escriba,1963-11-08,1987-03-11,9999-01-01,Engineer
287499,Production,Munehiro,Jullig,1963-07-20,1985-02-20,9999-01-01,Senior Engineer
287500,Production,Lokesh,Feinberg,1963-09-29,1988-11-20,9999-01-01,Senior Engineer
287511,Quality Management,Samphel,Muhling,1963-08-21,1988-02-04,9999-01-01,Senior Engineer
287513,Customer Service,Yakkov,Foong,1962-01-04,1987-06-26,9999-01-01,Staff
287571,Sales,Kristin,Stenning,1964-07-01,1986-07-09,9999-01-01,Senior Staff
287591,Sales,Abdelwaheb,Motley,1962-11-29,1985-04-16,9999-01-01,Senior Staff
287609,Development,Sailaja,Negoita,1965-01-06,1988-01-20,9999-01-01,Senior Engineer
287649,Production,Abdelwaheb,Hainaut,1963-10-03,1986-03-25,9999-01-01,Senior Engineer
287702,Marketing,Munehiro,Angelopoulos,1962-06-21,1986-04-07,9999-01-01,Senior Staff
287739,Quality Management,Shigeo,Etalle,1962-07-17,1985-06-23,9999-01-01,Engineer
287752,Customer Service,Naraig,Denna,1964-10-23,1987-07-24,9999-01-01,Senior Staff
287772,Production,Tremaine,Dayana,1962-12-18,1987-11-17,9999-01-01,Senior Engineer
287786,Development,Amabile,Georgatos,1963-06-29,1987-05-29,9999-01-01,Senior Engineer
287792,Sales,Tremaine,Alpin,1964-11-22,1985-04-16,9999-01-01,Staff
287800,Development,Tran,Conti,1963-07-25,1985-12-29,9999-01-01,Technique Leader
287811,Human Resources,Otilia,Rothenberg,1962-08-21,1986-11-29,9999-01-01,Senior Staff
287849,Development,Xinglin,Chaudhury,1963-01-05,1987-03-31,9999-01-01,Senior Engineer
287859,Sales,Yuriy,Aloisi,1962-12-05,1985-08-25,9999-01-01,Senior Staff
287866,Production,Eben,Dalphin,1962-07-18,1986-03-03,9999-01-01,Senior Engineer
287879,Customer Service,Satosi,Einsfeld,1964-06-17,1986-02-17,9999-01-01,Staff
287899,Human Resources,Flemming,Nastansky,1963-02-07,1988-04-25,9999-01-01,Staff
287907,Marketing,Yakkov,Peot,1962-11-17,1985-03-21,9999-01-01,Senior Staff
287914,Development,Reuven,Chiola,1963-09-01,1986-09-27,9999-01-01,Technique Leader
287922,Customer Service,Christ,Nicolson,1964-07-22,1987-10-21,9999-01-01,Senior Staff
287952,Sales,Siddarth,Oehlmann,1963-01-18,1987-02-18,9999-01-01,Senior Staff
287978,Human Resources,Sasan,Delgrange,1964-11-18,1987-03-06,9999-01-01,Senior Staff
287993,Development,Jiakeng,Itzfeldt,1964-11-19,1988-01-19,9999-01-01,Engineer
288021,Development,Volkmar,Lodder,1964-06-02,1985-12-21,9999-01-01,Engineer
288028,Development,Kauko,Narwekar,1965-01-22,1985-12-16,9999-01-01,Engineer
288031,Marketing,Chikara,Pero,1962-02-17,1985-08-27,9999-01-01,Senior Staff
288046,Sales,Tokuyasu,Feldhoffer,1962-05-15,1986-08-07,9999-01-01,Staff
288061,Production,Paraskevi,Birsak,1962-08-25,1986-08-21,9999-01-01,Senior Engineer
288070,Research,Anwar,Stanger,1962-02-14,1985-04-11,9999-01-01,Senior Staff
288076,Sales,Sreekrishna,Botman,1962-09-01,1988-08-10,9999-01-01,Senior Staff
288077,Production,Falguni,Ernst,1964-03-27,1988-02-07,9999-01-01,Senior Engineer
288083,Sales,Michaela,Larfeldt,1963-03-26,1988-10-13,9999-01-01,Senior Staff
288089,Quality Management,Berry,Lemarechal,1963-11-07,1987-05-19,9999-01-01,Senior Engineer
288097,Finance,Kazuhisa,Muchinsky,1964-11-11,1986-07-15,9999-01-01,Staff
288110,Sales,Claude,Qiwen,1963-08-19,1986-11-17,9999-01-01,Senior Staff
288179,Production,Chenyi,Melski,1963-12-21,1987-09-08,9999-01-01,Senior Engineer
288192,Marketing,Jamaludin,Openshaw,1964-11-26,1986-12-17,9999-01-01,Staff
288200,Human Resources,Tze,Daescu,1962-12-16,1988-01-29,9999-01-01,Senior Staff
288226,Production,Guiseppe,Weedman,1964-06-03,1985-12-05,9999-01-01,Senior Engineer
288228,Development,Aram,Pettis,1964-10-10,1987-09-27,9999-01-01,Engineer
288232,Development,Shunichi,Attimonelli,1964-05-26,1988-11-19,9999-01-01,Senior Engineer
288238,Development,Bedrich,Cannane,1964-07-07,1988-07-11,9999-01-01,Senior Engineer
288251,Development,Pintsang,Solares,1962-04-10,1985-07-10,9999-01-01,Technique Leader
288299,Human Resources,Sashi,Reeker,1963-01-18,1987-11-28,9999-01-01,Staff
288315,Sales,Dharmaraja,Mellouli,1964-03-29,1985-04-08,9999-01-01,Senior Staff
288353,Sales,Khalid,Decleir,1964-01-03,1987-04-01,9999-01-01,Senior Staff
288383,Production,Heng,Reeken,1964-09-13,1988-01-01,9999-01-01,Technique Leader
288411,Development,Achilleas,Frolund,1964-07-22,1986-03-15,9999-01-01,Engineer
288425,Quality Management,Stepehn,Jullig,1964-11-15,1986-04-08,9999-01-01,Senior Engineer
288429,Development,Luerbio,Luga,1964-02-22,1986-04-18,9999-01-01,Engineer
288432,Production,Dzung,Olano,1963-08-26,1985-12-20,9999-01-01,Engineer
288477,Production,Satyanarayana,Siepmann,1964-01-18,1986-10-25,9999-01-01,Senior Engineer
288513,Development,Gina,Taneja,1964-02-05,1986-06-10,9999-01-01,Senior Engineer
288527,Development,Rafail,Businaro,1964-09-03,1985-03-15,9999-01-01,Senior Engineer
288541,Development,Abdelwaheb,Uhrik,1964-04-01,1985-05-22,9999-01-01,Engineer
288547,Production,Bedir,Kading,1963-07-27,1987-11-11,9999-01-01,Engineer
288571,Marketing,Shigeichiro,Kranzdorf,1962-03-23,1986-02-23,9999-01-01,Senior Staff
288589,Customer Service,DeForest,Peck,1964-08-16,1986-03-08,9999-01-01,Staff
288594,Development,Rildo,Rabehasaina,1962-02-27,1987-10-03,9999-01-01,Senior Engineer
288663,Human Resources,Shai,Servieres,1964-10-04,1987-09-30,9999-01-01,Staff
288687,Finance,Abdelwaheb,Staudhammer,1964-12-18,1987-02-19,9999-01-01,Senior Staff
288731,Research,Xuejia,Kopetz,1963-01-04,1988-08-29,9999-01-01,Senior Staff
288733,Human Resources,Yuchang,Waschkowski,1962-09-08,1986-05-04,9999-01-01,Senior Staff
288757,Development,Ramya,Merel,1962-01-31,1985-10-08,9999-01-01,Senior Engineer
288799,Development,Ioana,Collavizza,1962-10-13,1986-03-23,9999-01-01,Engineer
288802,Sales,Hideyuki,Champarnaud,1964-02-22,1988-04-10,9999-01-01,Senior Staff
288811,Development,Marjo,Fortenbacher,1963-01-13,1987-12-20,9999-01-01,Senior Engineer
288819,Sales,Ortrud,Lagarias,1964-02-08,1987-11-25,9999-01-01,Senior Staff
288826,Development,Subhada,Ghemri,1963-02-20,1987-08-17,9999-01-01,Engineer
288828,Quality Management,Shigeichiro,Schaft,1962-07-12,1987-01-20,9999-01-01,Senior Engineer
288890,Production,Nadjib,Hebert,1962-09-15,1986-05-10,9999-01-01,Engineer
288920,Finance,Nechama,Bage,1963-08-10,1985-05-22,9999-01-01,Staff
288956,Human Resources,Mack,Chimia,1962-09-20,1986-10-12,9999-01-01,Staff
288972,Production,Valter,Azumi,1963-04-20,1986-11-02,9999-01-01,Senior Engineer
288975,Development,Pradeep,Cromarty,1962-09-25,1987-12-13,9999-01-01,Assistant Engineer
288993,Research,Guttorm,Boudaillier,1964-10-29,1988-07-21,9999-01-01,Senior Staff
289045,Development,Atreye,Tyugu,1964-09-13,1986-09-22,9999-01-01,Senior Engineer
289047,Customer Service,Sumant,Ginneken,1963-12-03,1985-05-01,9999-01-01,Senior Staff
289058,Development,Karoline,Frolund,1964-07-26,1985-08-29,9999-01-01,Engineer
289063,Sales,Deniz,Alblas,1963-03-23,1987-01-28,9999-01-01,Senior Staff
289126,Production,Radhika,Jeansoulin,1964-07-14,1988-08-21,9999-01-01,Engineer
289133,Development,Jacopo,Deville,1962-03-15,1987-08-21,9999-01-01,Senior Engineer
289147,Research,Aris,Kampfer,1963-07-17,1986-10-02,9999-01-01,Senior Staff
289183,Development,Yurii,Gunderson,1964-02-20,1985-03-26,9999-01-01,Senior Engineer
289256,Development,Tsuneo,Miculan,1964-01-05,1988-01-25,9999-01-01,Senior Engineer
289267,Development,Avishai,Brendel,1963-08-21,1987-11-21,9999-01-01,Senior Engineer
289406,Marketing,Xiaoqiu,Brendel,1964-04-26,1988-10-25,9999-01-01,Senior Staff
289418,Production,Jayson,Kalefeld,1962-12-11,1986-04-16,9999-01-01,Engineer
289444,Marketing,Werner,Detkin,1963-12-17,1986-12-22,9999-01-01,Senior Staff
289454,Development,Bowen,Narwekar,1965-01-20,1985-03-08,9999-01-01,Senior Engineer
289476,Development,Christfried,Reinhart,1962-11-06,1985-03-13,9999-01-01,Technique Leader
289514,Production,Miquel,Welham,1962-05-03,1985-02-26,9999-01-01,Engineer
289519,Development,Temple,Rassart,1962-01-15,1987-05-02,9999-01-01,Engineer
289556,Marketing,Mantis,Henseler,1963-12-29,1985-04-11,9999-01-01,Senior Staff
289571,Research,Xinan,Warwick,1962-02-01,1987-08-04,9999-01-01,Senior Staff
289590,Sales,Shen,Talmor,1963-11-20,1986-07-15,9999-01-01,Senior Staff
289600,Sales,Yoshinari,Camarinopoulos,1964-06-14,1986-03-03,9999-01-01,Senior Staff
289625,Production,Guenter,Pargaonkar,1962-04-04,1985-06-11,9999-01-01,Engineer
289642,Sales,Elzbieta,Maquelin,1962-08-27,1985-08-28,9999-01-01,Senior Staff
289647,Research,Marit,Murtafg,1963-05-12,1986-03-24,9999-01-01,Senior Staff
289672,Development,Youssef,Bernatsky,1962-08-13,1988-07-28,9999-01-01,Senior Engineer
289687,Research,Fai,Maccarone,1965-01-31,1985-10-30,9999-01-01,Senior Staff
289703,Development,Surveyors,Candan,1962-10-23,1987-04-04,9999-01-01,Assistant Engineer
289706,Production,Peternela,Kropatsch,1963-09-08,1986-12-26,9999-01-01,Senior Engineer
289709,Human Resources,Youpyo,Farris,1964-04-09,1988-12-18,9999-01-01,Senior Staff
289742,Production,Cristinel,Xiaoshan,1963-10-04,1986-06-04,9999-01-01,Engineer
289853,Marketing,Mohua,Scharstein,1963-10-08,1987-12-01,9999-01-01,Staff
289921,Development,Jiong,Angelopoulos,1963-08-01,1988-02-21,9999-01-01,Senior Engineer
289940,Sales,Deborah,Reghbati,1962-04-25,1987-11-18,9999-01-01,Staff
289944,Development,Huican,Luce,1962-10-11,1985-09-07,9999-01-01,Technique Leader
289949,Human Resources,Hongzhu,Bratten,1964-11-28,1987-03-22,9999-01-01,Senior Staff
289959,Development,Naftali,Gecsel,1964-08-02,1987-11-15,9999-01-01,Senior Engineer
289964,Quality Management,Lillian,Baja,1964-01-16,1987-08-26,9999-01-01,Engineer
289967,Production,Piyawadee,Jenevein,1962-06-16,1987-07-27,9999-01-01,Senior Engineer
289986,Marketing,Kolar,Kaelbling,1964-07-21,1986-04-27,9999-01-01,Senior Staff
289990,Production,Sorina,Poehlman,1964-05-15,1988-09-04,9999-01-01,Senior Engineer
290066,Development,Margareta,Marshall,1963-08-02,1988-05-05,9999-01-01,Assistant Engineer
290076,Development,Rosine,Roohalamini,1964-10-19,1986-08-01,9999-01-01,Senior Engineer
290087,Marketing,Sungwon,Alpay,1963-01-08,1988-10-22,9999-01-01,Senior Staff
290099,Quality Management,Kerryn,Lanzelotte,1964-08-07,1986-07-01,9999-01-01,Senior Engineer
290111,Development,Saddek,Acton,1962-10-18,1985-04-05,9999-01-01,Engineer
290184,Human Resources,Geoffry,Luck,1964-12-19,1987-10-11,9999-01-01,Senior Staff
290224,Production,Chinhyun,Schoegge,1963-04-04,1985-03-27,9999-01-01,Engineer
290234,Research,Remko,Wolniewicz,1963-09-20,1987-09-15,9999-01-01,Technique Leader
290238,Sales,Zhensheng,Bharadwaj,1964-03-07,1987-04-15,9999-01-01,Senior Staff
290243,Human Resources,Rafail,Jumpertz,1964-02-18,1986-05-28,9999-01-01,Senior Staff
290245,Development,Tomofumi,Emmart,1964-07-14,1987-02-11,9999-01-01,Engineer
290246,Marketing,Yurii,Chandrasekhar,1963-10-07,1985-08-18,9999-01-01,Senior Staff
290254,Development,Vugranam,Roohalamini,1964-05-01,1988-11-21,9999-01-01,Engineer
290255,Development,Nahum,Keirsey,1964-05-10,1987-03-12,9999-01-01,Senior Engineer
290276,Production,Adas,Walston,1963-05-11,1985-07-13,9999-01-01,Engineer
290319,Production,Nalini,Malinowski,1964-05-03,1987-07-20,9999-01-01,Senior Engineer
290342,Customer Service,Tzvetan,Wuwongse,1963-04-15,1986-07-04,9999-01-01,Senior Staff
290373,Sales,Sushant,Veevers,1963-07-26,1985-08-07,9999-01-01,Senior Staff
290403,Sales,Kazuhira,Riefers,1964-08-11,1987-03-02,9999-01-01,Staff
290441,Sales,Gregory,Collavizza,1965-01-25,1987-09-09,9999-01-01,Senior Staff
290442,Sales,Djenana,Kragelund,1962-05-16,1986-09-03,9999-01-01,Senior Staff
290455,Development,Nectarios,Pokrovskii,1963-07-21,1987-03-03,9999-01-01,Senior Engineer
290467,Research,Shaowen,Poulakidas,1965-01-29,1987-04-15,9999-01-01,Staff
290527,Sales,Larisa,Bratsberg,1964-09-27,1987-02-24,9999-01-01,Senior Staff
290538,Production,Kwok,Vrecion,1962-11-22,1986-07-20,9999-01-01,Senior Engineer
290563,Production,Shigehiro,Oxenboll,1965-01-09,1986-02-26,9999-01-01,Senior Engineer
290571,Research,Gladys,Facello,1962-05-09,1988-04-17,9999-01-01,Staff
290583,Quality Management,Sadok,Zlotek,1964-04-22,1987-10-07,9999-01-01,Engineer
290665,Human Resources,Shim,Lalonde,1964-07-28,1985-07-06,9999-01-01,Staff
290671,Development,Kwangyoen,Anger,1964-05-20,1988-06-10,9999-01-01,Engineer
290714,Finance,Cullen,Vickson,1963-09-04,1986-02-24,9999-01-01,Senior Staff
290721,Research,True,Kuszyk,1964-09-12,1986-02-13,9999-01-01,Senior Staff
290731,Finance,Gunilla,Pepe,1964-09-26,1986-09-07,9999-01-01,Senior Staff
290750,Production,Radhakrishnan,Malinowski,1964-01-02,1986-08-11,9999-01-01,Senior Engineer
290780,Production,Tzvetan,Hettesheimer,1963-09-09,1986-06-23,9999-01-01,Senior Engineer
290848,Development,Feipei,Mayerwieser,1964-01-11,1985-09-14,9999-01-01,Senior Engineer
290854,Development,Goa,Skrikant,1963-06-16,1986-08-05,9999-01-01,Senior Engineer
290918,Sales,Mantis,Mawatari,1964-03-13,1986-07-01,9999-01-01,Senior Staff
290927,Production,Uta,Anger,1964-06-23,1985-10-17,9999-01-01,Engineer
290932,Development,Kiam,Deville,1963-12-03,1988-01-26,9999-01-01,Engineer
290978,Development,Jianhua,Msuda,1962-12-24,1987-11-17,9999-01-01,Senior Engineer
290996,Development,Theron,Tsukuda,1963-08-14,1987-01-10,9999-01-01,Engineer
291017,Customer Service,Giao,Qiwen,1964-08-28,1985-06-06,9999-01-01,Senior Staff
291027,Sales,Ipke,Shanbhogue,1963-09-23,1988-03-27,9999-01-01,Senior Staff
291043,Human Resources,Shih,Ghalwash,1964-12-31,1988-12-30,9999-01-01,Senior Staff
291047,Research,Shigeaki,Perelgut,1963-04-29,1985-04-18,9999-01-01,Staff
291053,Production,Shaleah,Frolund,1962-12-28,1987-05-03,9999-01-01,Senior Engineer
291055,Sales,King,Demeyer,1964-10-02,1987-05-17,9999-01-01,Staff
291062,Development,Jouni,Muhlberg,1963-12-26,1987-11-20,9999-01-01,Engineer
291073,Development,Paddy,Birrer,1964-10-29,1985-11-24,9999-01-01,Engineer
291088,Customer Service,Emdad,Wroclawski,1963-07-02,1985-06-22,9999-01-01,Senior Staff
291096,Production,Sachin,Pettis,1964-09-22,1986-05-02,9999-01-01,Engineer
291100,Development,Peer,Rindone,1963-07-25,1986-08-05,9999-01-01,Engineer
291133,Production,Kamakshi,Erde,1963-09-14,1987-06-23,9999-01-01,Senior Engineer
291167,Quality Management,Dipankar,Skrikant,1963-12-19,1987-04-28,9999-01-01,Engineer
291171,Development,Ziyad,Emmerich,1964-09-15,1986-08-18,9999-01-01,Senior Engineer
291179,Development,Ugo,Kossowski,1963-02-07,1987-04-04,9999-01-01,Senior Engineer
291190,Customer Service,Ramya,Rehfuss,1962-01-13,1988-02-17,9999-01-01,Senior Staff
291195,Production,Nikolaus,Parveen,1963-08-08,1988-11-04,9999-01-01,Senior Engineer
291205,Sales,Marko,Eterovic,1964-05-25,1985-10-13,9999-01-01,Senior Staff
291210,Production,Shih,Giaccio,1962-09-21,1987-05-07,9999-01-01,Engineer
291244,Research,Wanqing,Burnard,1962-12-23,1986-06-03,9999-01-01,Staff
291248,Quality Management,Kazuyasu,Hettesheimer,1964-08-26,1986-07-27,9999-01-01,Senior Engineer
291259,Human Resources,Shaibal,Msuda,1962-07-27,1987-04-16,9999-01-01,Senior Staff
291291,Marketing,Tokuyasu,Bade,1963-09-01,1988-07-29,9999-01-01,Staff
291317,Sales,Lenore,Gniady,1964-03-30,1985-07-12,9999-01-01,Senior Staff
291339,Sales,Manu,Baranowski,1964-01-02,1988-02-18,9999-01-01,Senior Staff
291351,Production,Chuanti,Vitiello,1963-06-30,1985-07-31,9999-01-01,Engineer
291377,Development,Serap,Gerteisen,1962-08-03,1987-03-01,9999-01-01,Senior Engineer
291379,Sales,Jianhua,Anick,1963-08-17,1985-05-09,9999-01-01,Senior Staff
291453,Development,Dietrich,Guting,1963-01-01,1985-03-19,9999-01-01,Engineer
291458,Research,Yannis,Ginneken,1962-11-23,1986-05-17,9999-01-01,Senior Staff
291472,Sales,Adly,Langford,1964-01-28,1985-08-07,9999-01-01,Senior Staff
291479,Development,Guangming,Baik,1964-03-28,1987-08-13,9999-01-01,Engineer
291521,Finance,Mark,Zhiwei,1964-06-08,1988-06-20,9999-01-01,Senior Staff
291527,Sales,Sarita,Madeira,1963-05-06,1988-04-12,9999-01-01,Senior Staff
291535,Human Resources,Brigham,Fortenbacher,1962-05-17,1987-04-20,9999-01-01,Senior Staff
291556,Development,Duangkaew,Auyong,1962-02-17,1985-02-11,9999-01-01,Engineer
291566,Customer Service,Dietrich,Skogmar,1963-08-24,1985-10-09,9999-01-01,Staff
291577,Production,Adamantios,Rodiger,1963-12-02,1987-03-19,9999-01-01,Senior Engineer
291604,Development,Susuma,Willoner,1962-11-29,1985-12-29,9999-01-01,Senior Engineer
291666,Human Resources,Hironoby,Hofman,1964-02-16,1986-04-06,9999-01-01,Senior Staff
291667,Development,Tsutomu,Flowers,1962-01-12,1988-09-29,9999-01-01,Senior Engineer
291689,Sales,Parto,Fiutem,1964-08-04,1986-09-06,9999-01-01,Senior Staff
291693,Development,Jolita,Rassart,1963-12-11,1988-08-21,9999-01-01,Senior Engineer
291707,Production,Vivian,Isaac,1963-09-15,1985-08-30,9999-01-01,Engineer
291766,Development,Kwangho,Hettesheimer,1963-07-16,1985-11-07,9999-01-01,Senior Engineer
291776,Sales,Tsutomu,Itzfeldt,1964-04-11,1987-05-11,9999-01-01,Senior Staff
291783,Marketing,Dante,Quittner,1962-05-23,1987-02-06,9999-01-01,Senior Staff
291801,Development,Shih,Thebaut,1963-04-30,1985-05-28,9999-01-01,Senior Engineer
291814,Production,Frederique,Gubsky,1964-09-26,1985-05-01,9999-01-01,Engineer
291848,Marketing,Pranas,Gill,1964-03-12,1987-02-09,9999-01-01,Senior Staff
291849,Marketing,Zvonko,Wilharm,1964-07-06,1986-08-03,9999-01-01,Staff
291856,Research,Leni,Boreale,1963-08-31,1987-08-08,9999-01-01,Staff
291869,Production,Shiv,Pearson,1962-09-29,1986-08-04,9999-01-01,Senior Engineer
291885,Development,Ebbe,Negoita,1964-11-05,1985-06-11,9999-01-01,Technique Leader
291894,Development,Gino,Kobuchi,1962-05-01,1985-12-06,9999-01-01,Senior Engineer
291906,Production,Zhenbing,Dayana,1964-11-04,1986-10-16,9999-01-01,Senior Engineer
291940,Sales,Shakhar,Tiemann,1962-01-02,1988-07-17,9999-01-01,Senior Staff
291948,Research,Bernice,Deville,1964-06-03,1986-11-16,9999-01-01,Senior Staff
291986,Production,Baoqiu,Muniz,1962-09-26,1988-09-03,9999-01-01,Engineer
292019,Human Resources,Trygve,Picht,1963-04-24,1988-02-23,9999-01-01,Senior Staff
292021,Development,Kirk,Itzfeldt,1962-09-08,1985-04-01,9999-01-01,Senior Engineer
292028,Marketing,Valter,Vilarrasa,1962-02-02,1986-09-05,9999-01-01,Staff
292036,Production,Ingemar,Motley,1964-07-18,1985-06-17,9999-01-01,Senior Engineer
292067,Production,Moni,Einsfeld,1964-11-30,1988-04-14,9999-01-01,Senior Engineer
292097,Human Resources,Moon,Conti,1964-12-17,1987-06-11,9999-01-01,Senior Staff
292118,Sales,Ipke,Rodier,1962-07-16,1988-07-11,9999-01-01,Senior Staff
292142,Customer Service,Boutros,Pews,1964-03-17,1987-02-13,9999-01-01,Staff
292226,Development,Morris,Yoshimura,1963-07-15,1986-08-23,9999-01-01,Engineer
292228,Quality Management,Kwee,Snyers,1962-08-03,1985-08-07,9999-01-01,Engineer
292232,Development,Bezalel,Barinka,1963-12-12,1988-09-13,9999-01-01,Engineer
292261,Production,Wonhee,Etalle,1964-02-20,1988-03-05,9999-01-01,Engineer
292348,Human Resources,Garnik,Kropatsch,1962-05-01,1988-06-26,9999-01-01,Senior Staff
292361,Human Resources,Susumu,Basagni,1962-11-19,1985-09-17,9999-01-01,Senior Staff
292428,Production,Sanjeeva,Murrill,1963-11-01,1988-02-03,9999-01-01,Senior Engineer
292433,Production,Yagil,Swen,1962-08-25,1987-08-25,9999-01-01,Engineer
292436,Sales,Ult,Gammage,1962-01-28,1988-06-30,9999-01-01,Senior Staff
292470,Quality Management,Yucel,Azadmanesh,1964-09-23,1986-09-23,9999-01-01,Assistant Engineer
292479,Finance,Shaz,Rindone,1962-09-16,1986-10-03,9999-01-01,Staff
292502,Sales,Giao,Przulj,1964-04-13,1985-04-17,9999-01-01,Senior Staff
292516,Human Resources,Itzchak,Lakshmanan,1964-12-23,1987-07-15,9999-01-01,Staff
292527,Human Resources,Aleksandar,Kadhim,1962-04-25,1988-06-26,9999-01-01,Senior Staff
292545,Development,Bernt,Wissmann,1963-05-23,1987-11-21,9999-01-01,Senior Engineer
292566,Quality Management,Aksel,Brookner,1962-10-20,1985-10-04,9999-01-01,Engineer
292569,Sales,Amabile,Poulakidas,1964-11-14,1988-01-26,9999-01-01,Senior Staff
292579,Sales,Susanne,Ramsay,1963-10-24,1985-02-21,9999-01-01,Senior Staff
292586,Production,Ipke,Vingron,1964-02-25,1988-07-20,9999-01-01,Assistant Engineer
292620,Production,Isaac,Swist,1963-03-22,1988-11-20,9999-01-01,Engineer
292657,Sales,Udaiprakash,Wossner,1963-12-18,1985-06-29,9999-01-01,Senior Staff
292670,Production,Richard,Riefers,1964-06-18,1985-04-27,9999-01-01,Senior Engineer
292673,Human Resources,Gonzalo,Gonthier,1963-01-08,1985-10-15,9999-01-01,Senior Staff
292685,Marketing,Sashi,Birta,1962-08-30,1985-06-29,9999-01-01,Staff
292689,Sales,Hideo,Matteis,1963-06-01,1986-05-28,9999-01-01,Staff
292709,Human Resources,Sven,Oberman,1964-11-03,1985-07-06,9999-01-01,Staff
292725,Research,Stafford,Velasco,1964-04-21,1985-02-02,9999-01-01,Senior Staff
292764,Finance,Vishwani,Zambonelli,1962-09-11,1988-02-25,9999-01-01,Senior Staff
292778,Development,Bojan,Sinitsyn,1964-03-04,1986-11-06,9999-01-01,Engineer
